run,batch,src,relation,dst,domain,relation_family,confidence,reason,trace,rule,proof
hybrid_no_replay_decay,Batch 1 External Geo KGQA,India,CAPITAL_CONTINENT,Asia,external_geo_kgqa,NEARTO,0.8,accepted,external_geo_trace_001,"(HAS_CAPITAL, LOCATED_IN) -> CAPITAL_CONTINENT",India --HAS_CAPITAL--> New Delhi; New Delhi --LOCATED_IN--> Asia
hybrid_no_replay_decay,Batch 1 External Geo KGQA,France,CAPITAL_CONTINENT,Europe,external_geo_kgqa,NEARTO,0.8,accepted,external_geo_trace_002,"(HAS_CAPITAL, LOCATED_IN) -> CAPITAL_CONTINENT",France --HAS_CAPITAL--> Paris; Paris --LOCATED_IN--> Europe
hybrid_no_replay_decay,Batch 1 External Geo KGQA,Japan,CAPITAL_CONTINENT,Asia,external_geo_kgqa,NEARTO,0.8,accepted,external_geo_trace_003,"(HAS_CAPITAL, LOCATED_IN) -> CAPITAL_CONTINENT",Japan --HAS_CAPITAL--> Tokyo; Tokyo --LOCATED_IN--> Asia
hybrid_no_replay_decay,Batch 1 External Geo KGQA,Canada,CAPITAL_CONTINENT,North America,external_geo_kgqa,NEARTO,0.8,accepted,external_geo_trace_004,"(HAS_CAPITAL, LOCATED_IN) -> CAPITAL_CONTINENT",Canada --HAS_CAPITAL--> Ottawa; Ottawa --LOCATED_IN--> North America
hybrid_no_replay_decay,Batch 1 External Geo KGQA,Brazil,CAPITAL_CONTINENT,South America,external_geo_kgqa,NEARTO,0.8,accepted,external_geo_trace_005,"(HAS_CAPITAL, LOCATED_IN) -> CAPITAL_CONTINENT",Brazil --HAS_CAPITAL--> Brasilia; Brasilia --LOCATED_IN--> South America
hybrid_no_replay_decay,Batch 1 External Geo KGQA,Egypt,CAPITAL_CONTINENT,Africa,external_geo_kgqa,NEARTO,0.8,accepted,external_geo_trace_006,"(HAS_CAPITAL, LOCATED_IN) -> CAPITAL_CONTINENT",Egypt --HAS_CAPITAL--> Cairo; Cairo --LOCATED_IN--> Africa
hybrid_no_replay_decay,Batch 1 External Geo KGQA,Australia,CAPITAL_CONTINENT,Oceania,external_geo_kgqa,NEARTO,0.8,accepted,external_geo_trace_007,"(HAS_CAPITAL, LOCATED_IN) -> CAPITAL_CONTINENT",Australia --HAS_CAPITAL--> Canberra; Canberra --LOCATED_IN--> Oceania
hybrid_no_replay_decay,Batch 1 External Geo KGQA,United States,CAPITAL_CONTINENT,North America,external_geo_kgqa,NEARTO,0.8,accepted,external_geo_trace_008,"(HAS_CAPITAL, LOCATED_IN) -> CAPITAL_CONTINENT",United States --HAS_CAPITAL--> Washington DC; Washington DC --LOCATED_IN--> North America
hybrid_no_replay_decay,Batch 1 External Geo KGQA,Germany,CAPITAL_CONTINENT,Europe,external_geo_kgqa,NEARTO,0.8,accepted,external_geo_trace_009,"(HAS_CAPITAL, LOCATED_IN) -> CAPITAL_CONTINENT",Germany --HAS_CAPITAL--> Berlin; Berlin --LOCATED_IN--> Europe
hybrid_no_replay_decay,Batch 1 External Geo KGQA,Kenya,CAPITAL_CONTINENT,Africa,external_geo_kgqa,NEARTO,0.8,accepted,external_geo_trace_010,"(HAS_CAPITAL, LOCATED_IN) -> CAPITAL_CONTINENT",Kenya --HAS_CAPITAL--> Nairobi; Nairobi --LOCATED_IN--> Africa
hybrid_no_replay_decay,Batch 1 External Geo KGQA,Mexico,CAPITAL_CONTINENT,North America,external_geo_kgqa,NEARTO,0.8,accepted,external_geo_trace_011,"(HAS_CAPITAL, LOCATED_IN) -> CAPITAL_CONTINENT",Mexico --HAS_CAPITAL--> Mexico City; Mexico City --LOCATED_IN--> North America
hybrid_no_replay_decay,Batch 1 External Geo KGQA,Argentina,CAPITAL_CONTINENT,South America,external_geo_kgqa,NEARTO,0.8,accepted,external_geo_trace_012,"(HAS_CAPITAL, LOCATED_IN) -> CAPITAL_CONTINENT",Argentina --HAS_CAPITAL--> Buenos Aires; Buenos Aires --LOCATED_IN--> South America
hybrid_no_replay_decay,Batch 1 External Geo KGQA,South Korea,CAPITAL_CONTINENT,Asia,external_geo_kgqa,NEARTO,0.8,accepted,external_geo_trace_013,"(HAS_CAPITAL, LOCATED_IN) -> CAPITAL_CONTINENT",South Korea --HAS_CAPITAL--> Seoul; Seoul --LOCATED_IN--> Asia
hybrid_no_replay_decay,Batch 1 External Geo KGQA,Italy,CAPITAL_CONTINENT,Europe,external_geo_kgqa,NEARTO,0.8,accepted,external_geo_trace_014,"(HAS_CAPITAL, LOCATED_IN) -> CAPITAL_CONTINENT",Italy --HAS_CAPITAL--> Rome; Rome --LOCATED_IN--> Europe
hybrid_no_replay_decay,Batch 1 External Geo KGQA,Nigeria,CAPITAL_CONTINENT,Africa,external_geo_kgqa,NEARTO,0.8,accepted,external_geo_trace_015,"(HAS_CAPITAL, LOCATED_IN) -> CAPITAL_CONTINENT",Nigeria --HAS_CAPITAL--> Abuja; Abuja --LOCATED_IN--> Africa
hybrid_no_replay_decay,Batch 2 Math,math_problem_x_plus_2_eq_5,HAS_SOLUTION,x_equals_3,math,LEADS_TO,0.8,accepted,math_trace_001,"(HAS_EQUATION, EQUATION_SOLVES_TO) -> HAS_SOLUTION",math_problem_x_plus_2_eq_5 --HAS_EQUATION--> equation_x_plus_2_eq_5; equation_x_plus_2_eq_5 --EQUATION_SOLVES_TO--> x_equals_3
hybrid_no_replay_decay,Batch 2 Math,math_problem_2x_eq_10,HAS_SOLUTION,x_equals_5,math,LEADS_TO,0.8,accepted,math_trace_002,"(HAS_EQUATION, EQUATION_SOLVES_TO) -> HAS_SOLUTION",math_problem_2x_eq_10 --HAS_EQUATION--> equation_2x_eq_10; equation_2x_eq_10 --EQUATION_SOLVES_TO--> x_equals_5
hybrid_no_replay_decay,Batch 2 Math,math_problem_x_minus_4_eq_2,HAS_SOLUTION,x_equals_6,math,LEADS_TO,0.8,accepted,math_trace_003,"(HAS_EQUATION, EQUATION_SOLVES_TO) -> HAS_SOLUTION",math_problem_x_minus_4_eq_2 --HAS_EQUATION--> equation_x_minus_4_eq_2; equation_x_minus_4_eq_2 --EQUATION_SOLVES_TO--> x_equals_6
hybrid_no_replay_decay,Batch 3 RCA,incident_checkout_latency,HAS_ROOT_CAUSE,cause_database_bottleneck,rca,LEADS_TO,0.8,accepted,rca_trace_001,"(HAS_SIGNAL, SIGNAL_POINTS_TO) -> HAS_ROOT_CAUSE",incident_checkout_latency --HAS_SIGNAL--> signal_db_cpu_spike; signal_db_cpu_spike --SIGNAL_POINTS_TO--> cause_database_bottleneck
hybrid_no_replay_decay,Batch 3 RCA,incident_api_errors,HAS_ROOT_CAUSE,cause_auth_service_degradation,rca,LEADS_TO,0.8,accepted,rca_trace_002,"(HAS_SIGNAL, SIGNAL_POINTS_TO) -> HAS_ROOT_CAUSE",incident_api_errors --HAS_SIGNAL--> signal_auth_timeout; signal_auth_timeout --SIGNAL_POINTS_TO--> cause_auth_service_degradation
hybrid_no_replay_decay,Batch 3 RCA,incident_payment_failures,HAS_ROOT_CAUSE,cause_payment_gateway_outage,rca,LEADS_TO,0.8,accepted,rca_trace_003,"(HAS_SIGNAL, SIGNAL_POINTS_TO) -> HAS_ROOT_CAUSE",incident_payment_failures --HAS_SIGNAL--> signal_gateway_5xx; signal_gateway_5xx --SIGNAL_POINTS_TO--> cause_payment_gateway_outage
hybrid_no_replay_decay,Batch 4 Forecast,forecast_case_churn_q3,FORECAST_RISK,risk_high_churn,forecast,LEADS_TO,0.8,accepted,forecast_trace_001,"(HAS_TREND, TREND_IMPLIES_RISK) -> FORECAST_RISK",forecast_case_churn_q3 --HAS_TREND--> trend_usage_drop; trend_usage_drop --TREND_IMPLIES_RISK--> risk_high_churn
hybrid_no_replay_decay,Batch 4 Forecast,forecast_case_inventory,FORECAST_RISK,risk_stockout,forecast,LEADS_TO,0.8,accepted,forecast_trace_002,"(HAS_TREND, TREND_IMPLIES_RISK) -> FORECAST_RISK",forecast_case_inventory --HAS_TREND--> trend_demand_spike; trend_demand_spike --TREND_IMPLIES_RISK--> risk_stockout
hybrid_no_replay_decay,Batch 4 Forecast,forecast_case_fraud,FORECAST_RISK,risk_fraud_escalation,forecast,LEADS_TO,0.8,accepted,forecast_trace_003,"(HAS_TREND, TREND_IMPLIES_RISK) -> FORECAST_RISK",forecast_case_fraud --HAS_TREND--> trend_anomaly_spike; trend_anomaly_spike --TREND_IMPLIES_RISK--> risk_fraud_escalation
